Observacion ; prestacion ; encontro ; total ; % score
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;Intervención calle anegada/inundado;1;3;33
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación lomo burro;1;3;33
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;garita seguridad abandonado u obstruir vereda;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación sumidero/alcantarilla boca registro pluvial faltante;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;instalación Reparación cartel indicador nombre calle;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;obstrucción calle vereda elemento fijo móvil;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación veredo RU;1;3;33
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación veredo roto empresa servicio;1;5;20
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;ajuste chapa metálico ruido molesto calle;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;repavimentación calle;1;2;50
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación cuneta;1;2;50
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación menor;1;2;50
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación/nivelación tapa empresa servicio público calle;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación calle adoquin granito;2;4;50
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;irregularidad mantenimiento seguridad ascensor escalera mecánico montacarga establecimiento comercial;1;9;11
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación bache ciclovía;1;3;33
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;faltar rampa acceso persona discapacidad motriz local comercial;1;8;12
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación elemento túnel puente;1;4;25
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación cable alumbrado cortado caído;1;5;20
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación/reposición tapa empresa servicio público calle;1;6;17
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;desempeño efectivo seguridad SUBTE;1;4;25
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación bache Apertura hundido;1;4;25
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación calle roto empresa servicio;2;5;40
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación reloj público;1;3;33
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación bicicleta BA Ecobici Tembici;1;5;20
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación poste cableado riesgo caída;1;5;20
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;reparación bache Granito hundido;1;4;25
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;inconveniente ciberseguridad y/o seguridad digital;1;5;20
vecina indicar ubicación encontrar reparación PH ninguno tipo seguridad persona remodelar PH tirar escombro primero piso aser calle solo sino escombro casi golpear vecina lugar junto ocurrir tipo accidente;instalación elemento vial calle;1;4;25
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;recolección residuo contenedor;1;3;33
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;vaciado contenedor;1;2;50
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;reubicación contenedor;2;2;100
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;reparación contenedor;1;2;50
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;instalación contenedor;1;2;50
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;Lavado contenedor;1;2;50
solicitar favor reubicación contenedor debido dirección ir contenedor a ev acoyte 583 pintado forma;reubicación cesto papelero;1;3;33
vecina comentar correr contenedor afuera garage poder sacar vehículo;vehículo mal estacionado;1;3;33
vecina comentar correr contenedor afuera garage poder sacar vehículo;remoción vehículo abandonado;1;3;33
vecina comentar correr contenedor afuera garage poder sacar vehículo;recolección residuo contenedor;1;3;33
vecina comentar correr contenedor afuera garage poder sacar vehículo;vaciado contenedor;1;2;50
vecina comentar correr contenedor afuera garage poder sacar vehículo;reubicación contenedor;1;2;50
vecina comentar correr contenedor afuera garage poder sacar vehículo;faltar recolección resto poder arbolado público;1;6;17
vecina comentar correr contenedor afuera garage poder sacar vehículo;reparación contenedor;1;2;50
vecina comentar correr contenedor afuera garage poder sacar vehículo;instalación contenedor;1;2;50
vecina comentar correr contenedor afuera garage poder sacar vehículo;Lavado contenedor;1;2;50
vecina comentar correr contenedor afuera garage poder sacar vehículo;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vecina comentar correr contenedor afuera garage poder sacar vehículo;vehículo obstruir garaje;1;3;33
vecina comentar correr contenedor afuera garage poder sacar vehículo;uso aparato poder contener PCB;1;5;20
poda arbol;poda árbol/despeje luminario semáforo;1;4;25
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;vehículo mal estacionado;1;3;33
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;reparación/nivelación tapa empresa servicio público vereda;1;6;17
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;resto obra vereda impedir paso;1;5;20
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;reparación veredo obra mal terminado;1;5;20
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;vereda sucio mascota;1;3;33
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;remoción volquete abandonado mal dispuesto;1;5;20
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;columna/poste/cable mal abandonado cortado;1;4;25
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;refugio transporte mal abandonado;1;4;25
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;uso indebido agua limpiar vereda;1;5;20
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;garita seguridad abandonado u obstruir vereda;1;6;17
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;obstrucción calle vereda elemento fijo móvil;1;6;17
metroga trabajar sabado 18 marzo 2023 presentar hacer vereda mal colocado baldosas;taxi tarifa mal cobrado;1;4;25
